Classification Level,Count
Leucobacter,606
Agrococcus,356
Leifsonia,359
Plantibacter,111
Pseudoclavibacter,276
Candidatus Aquiluna,465
Agromyces,458
Candidatus Limnoluna,115
Rathayibacter,120
Clavibacter,323
